,FileName,Label,ClassName
218,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_385.jpg,0,Agaricus Bisporus
219,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_393.jpg,0,Agaricus Bisporus
220,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_402.jpg,0,Agaricus Bisporus
221,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_396.jpg,0,Agaricus Bisporus
222,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_403.jpg,0,Agaricus Bisporus
223,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_399.jpg,0,Agaricus Bisporus
224,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_400.jpg,0,Agaricus Bisporus
225,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_401.jpg,0,Agaricus Bisporus
226,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_407.jpg,0,Agaricus Bisporus
227,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_404.jpg,0,Agaricus Bisporus
228,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_409.jpg,0,Agaricus Bisporus
229,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_412.jpg,0,Agaricus Bisporus
230,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_414.jpg,0,Agaricus Bisporus
231,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_405.jpg,0,Agaricus Bisporus
232,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_411.jpg,0,Agaricus Bisporus
233,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_415.jpg,0,Agaricus Bisporus
234,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_426.jpg,0,Agaricus Bisporus
235,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_423.jpg,0,Agaricus Bisporus
236,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_421.jpg,0,Agaricus Bisporus
237,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_425.jpg,0,Agaricus Bisporus
238,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_420.jpg,0,Agaricus Bisporus
239,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_427.jpg,0,Agaricus Bisporus
240,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_428.jpg,0,Agaricus Bisporus
241,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_430.jpg,0,Agaricus Bisporus
242,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_433.jpg,0,Agaricus Bisporus
243,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_438.jpg,0,Agaricus Bisporus
244,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_439.jpg,0,Agaricus Bisporus
245,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_436.jpg,0,Agaricus Bisporus
246,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_435.jpg,0,Agaricus Bisporus
247,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_434.jpg,0,Agaricus Bisporus
248,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_443.jpg,0,Agaricus Bisporus
249,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_446.jpg,0,Agaricus Bisporus
250,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_447.jpg,0,Agaricus Bisporus
251,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_445.jpg,0,Agaricus Bisporus
252,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_448.jpg,0,Agaricus Bisporus
253,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_451.jpg,0,Agaricus Bisporus
254,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_454.jpg,0,Agaricus Bisporus
255,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_456.jpg,0,Agaricus Bisporus
256,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_452.jpg,0,Agaricus Bisporus
257,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Agaricus Bisporus/pic_453.jpg,0,Agaricus Bisporus
258,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_001.jpg,1,Death Cap
259,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_005.jpg,1,Death Cap
260,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_004.jpg,1,Death Cap
261,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_007.jpg,1,Death Cap
262,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_006.jpg,1,Death Cap
263,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_002.jpg,1,Death Cap
264,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_010.jpg,1,Death Cap
265,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_009.jpg,1,Death Cap
266,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_008.jpg,1,Death Cap
267,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_012.jpg,1,Death Cap
268,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_013.jpg,1,Death Cap
269,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_016.jpg,1,Death Cap
270,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_014.jpg,1,Death Cap
271,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_020.jpg,1,Death Cap
272,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_021.jpg,1,Death Cap
273,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_018.jpg,1,Death Cap
274,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_023.jpg,1,Death Cap
275,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_022.jpg,1,Death Cap
276,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_028.jpg,1,Death Cap
277,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_032.jpg,1,Death Cap
278,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_031.jpg,1,Death Cap
279,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_024.jpg,1,Death Cap
280,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_026.jpg,1,Death Cap
281,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_030.jpg,1,Death Cap
282,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_033.jpg,1,Death Cap
283,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_025.jpg,1,Death Cap
284,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_043.jpg,1,Death Cap
285,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_038.jpg,1,Death Cap
286,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_040.jpg,1,Death Cap
287,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_041.jpg,1,Death Cap
288,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_039.jpg,1,Death Cap
289,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_042.jpg,1,Death Cap
290,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_055.jpg,1,Death Cap
291,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_046.jpg,1,Death Cap
292,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_049.jpg,1,Death Cap
293,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_051.jpg,1,Death Cap
294,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_048.jpg,1,Death Cap
295,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_056.jpg,1,Death Cap
296,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_053.jpg,1,Death Cap
297,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_052.jpg,1,Death Cap
298,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_067.jpg,1,Death Cap
299,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_061.jpg,1,Death Cap
300,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_059.jpg,1,Death Cap
301,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_064.jpg,1,Death Cap
302,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_060.jpg,1,Death Cap
303,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_068.jpg,1,Death Cap
304,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_065.jpg,1,Death Cap
305,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_070.jpg,1,Death Cap
306,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_069.jpg,1,Death Cap
307,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_073.jpg,1,Death Cap
308,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_077.jpg,1,Death Cap
309,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_071.jpg,1,Death Cap
310,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_078.jpg,1,Death Cap
311,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_085.jpg,1,Death Cap
312,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_087.jpg,1,Death Cap
313,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_088.jpg,1,Death Cap
314,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_086.jpg,1,Death Cap
315,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_093.jpg,1,Death Cap
316,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_099.jpg,1,Death Cap
317,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_097.jpg,1,Death Cap
318,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_096.jpg,1,Death Cap
319,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_102.jpg,1,Death Cap
320,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_100.jpg,1,Death Cap
321,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_098.jpg,1,Death Cap
322,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_101.jpg,1,Death Cap
323,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_103.jpg,1,Death Cap
324,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_114.jpg,1,Death Cap
325,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_108.jpg,1,Death Cap
326,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_107.jpg,1,Death Cap
327,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_111.jpg,1,Death Cap
328,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_110.jpg,1,Death Cap
329,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_115.jpg,1,Death Cap
330,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_112.jpg,1,Death Cap
331,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_113.jpg,1,Death Cap
332,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_118.jpg,1,Death Cap
333,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_116.jpg,1,Death Cap
334,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_122.jpg,1,Death Cap
335,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_125.jpg,1,Death Cap
336,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_127.jpg,1,Death Cap
337,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_132.jpg,1,Death Cap
338,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_137.jpg,1,Death Cap
339,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_136.jpg,1,Death Cap
340,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_135.jpg,1,Death Cap
341,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_133.jpg,1,Death Cap
342,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_138.jpg,1,Death Cap
343,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_131.jpg,1,Death Cap
344,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_134.jpg,1,Death Cap
345,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_139.jpg,1,Death Cap
346,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_140.jpg,1,Death Cap
347,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_143.jpg,1,Death Cap
348,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_144.jpg,1,Death Cap
349,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_148.jpg,1,Death Cap
350,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_141.jpg,1,Death Cap
351,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_149.jpg,1,Death Cap
352,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_147.jpg,1,Death Cap
353,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_145.jpg,1,Death Cap
354,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_146.jpg,1,Death Cap
355,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_151.jpg,1,Death Cap
356,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_152.jpg,1,Death Cap
357,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_156.jpg,1,Death Cap
358,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_160.jpg,1,Death Cap
359,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_155.jpg,1,Death Cap
360,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_154.jpg,1,Death Cap
361,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_159.jpg,1,Death Cap
362,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_161.jpg,1,Death Cap
363,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_166.jpg,1,Death Cap
364,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_164.jpg,1,Death Cap
365,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_172.jpg,1,Death Cap
366,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_173.jpg,1,Death Cap
367,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_168.jpg,1,Death Cap
368,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_171.jpg,1,Death Cap
369,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_169.jpg,1,Death Cap
370,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_174.jpg,1,Death Cap
371,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_175.jpg,1,Death Cap
372,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_176.jpg,1,Death Cap
373,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_178.jpg,1,Death Cap
374,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_184.jpg,1,Death Cap
375,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_180.jpg,1,Death Cap
376,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_185.jpg,1,Death Cap
377,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_182.jpg,1,Death Cap
378,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_179.jpg,1,Death Cap
379,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_183.jpg,1,Death Cap
380,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_186.jpg,1,Death Cap
381,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_196.jpg,1,Death Cap
382,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_192.jpg,1,Death Cap
383,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_189.jpg,1,Death Cap
384,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_194.jpg,1,Death Cap
385,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_197.jpg,1,Death Cap
386,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_207.jpg,1,Death Cap
387,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_201.jpg,1,Death Cap
388,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_200.jpg,1,Death Cap
389,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_199.jpg,1,Death Cap
390,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_204.jpg,1,Death Cap
391,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_206.jpg,1,Death Cap
392,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_202.jpg,1,Death Cap
393,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_205.jpg,1,Death Cap
394,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_219.jpg,1,Death Cap
395,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_213.jpg,1,Death Cap
396,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_210.jpg,1,Death Cap
397,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_215.jpg,1,Death Cap
398,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_214.jpg,1,Death Cap
399,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_217.jpg,1,Death Cap
400,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_220.jpg,1,Death Cap
401,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_218.jpg,1,Death Cap
402,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_221.jpg,1,Death Cap
403,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_231.jpg,1,Death Cap
404,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_225.jpg,1,Death Cap
405,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_229.jpg,1,Death Cap
406,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_224.jpg,1,Death Cap
407,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_227.jpg,1,Death Cap
408,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_232.jpg,1,Death Cap
409,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_230.jpg,1,Death Cap
410,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_238.jpg,1,Death Cap
411,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_234.jpg,1,Death Cap
412,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_243.jpg,1,Death Cap
413,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_239.jpg,1,Death Cap
414,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_237.jpg,1,Death Cap
415,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_244.jpg,1,Death Cap
416,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_240.jpg,1,Death Cap
417,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_252.jpg,1,Death Cap
418,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_245.jpg,1,Death Cap
419,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_254.jpg,1,Death Cap
420,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_249.jpg,1,Death Cap
421,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_248.jpg,1,Death Cap
422,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_253.jpg,1,Death Cap
423,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_251.jpg,1,Death Cap
424,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_257.jpg,1,Death Cap
425,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_256.jpg,1,Death Cap
426,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_265.jpg,1,Death Cap
427,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_261.jpg,1,Death Cap
428,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_264.jpg,1,Death Cap
429,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_262.jpg,1,Death Cap
430,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_275.jpg,1,Death Cap
431,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_277.jpg,1,Death Cap
432,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_272.jpg,1,Death Cap
433,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_278.jpg,1,Death Cap
434,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_273.jpg,1,Death Cap
435,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_279.jpg,1,Death Cap
436,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_280.jpg,1,Death Cap
437,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_289.jpg,1,Death Cap
438,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_286.jpg,1,Death Cap
439,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_281.jpg,1,Death Cap
440,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_284.jpg,1,Death Cap
441,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_288.jpg,1,Death Cap
442,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_287.jpg,1,Death Cap
443,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_283.jpg,1,Death Cap
444,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_291.jpg,1,Death Cap
445,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_296.jpg,1,Death Cap
446,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_295.jpg,1,Death Cap
447,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_301.jpg,1,Death Cap
448,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_294.jpg,1,Death Cap
449,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_300.jpg,1,Death Cap
450,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_297.jpg,1,Death Cap
451,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_304.jpg,1,Death Cap
452,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_303.jpg,1,Death Cap
453,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_308.jpg,1,Death Cap
454,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_310.jpg,1,Death Cap
455,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_309.jpg,1,Death Cap
456,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_314.jpg,1,Death Cap
457,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_324.png,1,Death Cap
458,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_315.jpg,1,Death Cap
459,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_318.jpg,1,Death Cap
460,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_321.jpg,1,Death Cap
461,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_323.jpg,1,Death Cap
462,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_320.jpg,1,Death Cap
463,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_330.jpg,1,Death Cap
464,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_336.jpg,1,Death Cap
465,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_332.jpg,1,Death Cap
466,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_328.jpg,1,Death Cap
467,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_331.jpg,1,Death Cap
468,/content/gdrive/My Drive/ML Project/Mushroom Research Paper/Death Cap/pic_333.jpg,1,Death Cap
